"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"marin","deal with","deal with","","","1.248","0.07311139","0.41496274","0.464577","0.0693","0.9197","0.3283","6","marin/deal-with-744aefee199fb702.mp3"
"cedar","deal with","deal with","","","1.56","0.05869948","0.30765507","0.368336","0.5004","1.2795","0.2805","6","cedar/deal-with-744aefee199fb702.mp3"
"marin","dear","dear","","","1.008","0.06730956","0.43171087","0.342944","0.0682","0.5287","0.4793","3","marin/dear-6e76851a294c9b68.mp3"
"cedar","dear","dear","","","1.2","0.03250103","0.29190239","0.153038","0.1695","0.429","0.771","3","cedar/dear-6e76851a294c9b68.mp3"
"marin","death","death","","","1.248","0.03516793","0.40673193","0.219551","0.0783","0.624","0.624","24","marin/death-f90f68bf2d9b7edb.mp3"
"cedar","death","death","","","0.72","0.04846402","0.6077528","0.252922","0.0794","0.403","0.317","24","cedar/death-f90f68bf2d9b7edb.mp3"
"marin","debate","debate","","","1.2","0.05420225","0.31574842","0.326632","0.0707","0.7562","0.4438","90","marin/debate-01d3d0daead6dada.mp3"
"cedar","debate","debate","","","1.32","0.03506406","0.38651383","0.223059","0.2213","0.723","0.597","90","cedar/debate-01d3d0daead6dada.mp3"
"marin","December","December","","","1.248","0.04658813","0.36410806","0.37944","0.0905","0.6778","0.5702","33","marin/december-b3c002cafbd22601.mp3"
"cedar","December","December","","","1.848","0.04776827","0.44670716","0.337955","0.6047","1.3506","0.4974","33","cedar/december-b3c002cafbd22601.mp3"
"marin","decide","decide","","","1.464","0.05744095","0.41770083","0.365693","0.1376","0.7919","0.6721","81","marin/decide-876270c51103160f.mp3"
"cedar","decide","decide","","","1.2","0.07256988","0.58022594","0.486372","0.0832","0.8885","0.3115","81","cedar/decide-876270c51103160f.mp3"
"marin","decide on + N","decide on something.","","","1.92","0.06063111","0.29217747","0.566385","0.1211","1.4402","0.4798","","marin/decide-on-n-583afcd5702f5f95.mp3"
"cedar","decide on + N","decide on something.","","","2.016","0.05929352","0.4408167","0.549179","0.1078","1.4856","0.5304","","cedar/decide-on-n-583afcd5702f5f95.mp3"
"marin","decision","decision","","","1.608","0.06310502","0.44697851","0.402337","0.0693","0.792","0.816","63","marin/decision-834608781b00d5df.mp3"
"cedar","decision","decision","","","1.8","0.04376084","0.31014249","0.421551","0.0761","1.0529","0.7471","63","cedar/decision-834608781b00d5df.mp3"
"marin","decorate","decorate","","","0.96","0.05341351","0.40661404","0.468164","0.0745","0.7968","0.1632","102","marin/decorate-505ac7ce0225c16f.mp3"
"cedar","decorate","decorate","","","1.248","0.05402686","0.70086849","0.350144","0.071","0.8562","0.3918","102","cedar/decorate-505ac7ce0225c16f.mp3"
"marin","decrease","decrease. Decrease.","","","2.76","0.04676132","0.41802144","0.331929","0.0839","1.8937","0.8663","9","marin/decrease-9ae0506a4e1ac20c.mp3"
"cedar","decrease","decrease. Decrease.","","","2.256","0.05201324","0.38367367","0.40722","0.165","1.9745","0.2815","9","cedar/decrease-9ae0506a4e1ac20c.mp3"
"marin","deep","deep","","","1.056","0.03934101","0.27187625","0.244989","0.2893","0.7292","0.3268","98","marin/deep-64896f89fd111900.mp3"
"cedar","deep","deep","","","1.104","0.0410652","0.38707474","0.183764","0.0905","0.4577","0.6463","98","cedar/deep-64896f89fd111900.mp3"
"marin","deer","deer","","","0.912","0.06477968","0.31600729","0.485312","0.0689","0.5838","0.3282","111","marin/deer-a84458ba7e2e5db7.mp3"
"cedar","deer","deer","","","1.152","0.04892159","0.30824855","0.31977","0.0755","0.6433","0.5087","111","cedar/deer-a84458ba7e2e5db7.mp3"
"marin","define","define","","","1.512","0.06335926","0.49389121","0.35119","0.1086","0.7348","0.7772","75","marin/define-e96a4146adf230a1.mp3"
"cedar","define","define","","","0.912","0.05475181","0.5639751","0.366434","0.0906","0.6204","0.2916","75","cedar/define-e96a4146adf230a1.mp3"
"marin","Degree","Degree","","","0.864","0.07152121","0.42760471","0.382813","0.116","0.5211","0.3429","74","marin/degree-5e613784555c47a7.mp3"
"cedar","Degree","Degree","","","1.32","0.05055616","0.48280352","0.304088","0.0754","0.622","0.698","74","cedar/degree-5e613784555c47a7.mp3"
"marin","delicious","delicious","","","1.464","0.05649397","0.3123593","0.531791","0.0778","1.0713","0.3927","44","marin/delicious-34318ea864dd26dd.mp3"
"cedar","delicious","delicious","","","1.704","0.04400211","0.43525302","0.306094","0.0796","0.768","0.936","44","cedar/delicious-34318ea864dd26dd.mp3"
"marin","deliver","deliver","","","1.2","0.05842936","0.32848766","0.376823","0.2282","0.7616","0.4384","7","marin/deliver-a7cfbe56a75fffe1.mp3"
"cedar","deliver","deliver","","","2.016","0.05385231","0.39946038","0.262225","0.2138","0.8122","1.2038","7","cedar/deliver-a7cfbe56a75fffe1.mp3"
"marin","dentist","dentist","","","1.248","0.06306943","0.4675768","0.331397","0.1393","0.7469","0.5011","6","marin/dentist-d6d32b7235eb3560.mp3"
"cedar","dentist","dentist","","","1.056","0.0578765","0.53441888","0.453993","0.0662","0.7716","0.2844","6","cedar/dentist-d6d32b7235eb3560.mp3"
"marin","Department","Department","","","1.656","0.04555319","0.36476746","0.245572","0.1543","0.7782","0.8778","74","marin/department-28302ecf0ec073f3.mp3"
"cedar","Department","Department","","","1.32","0.05486857","0.5469557","0.398343","0.0741","0.923","0.397","74","cedar/department-28302ecf0ec073f3.mp3"
"marin","department store","department store","","","1.416","0.0526923","0.4329854","0.491525","0.087","1.1638","0.2522","85","marin/department-store-e8bc1f2f4b1b1a06.mp3"
"cedar","department store","department store","","","2.208","0.04617953","0.49106118","0.337843","0.5201","1.9392","0.2688","85","cedar/department-store-e8bc1f2f4b1b1a06.mp3"
"marin","depend","depend","","","1.608","0.03512254","0.28324553","0.306696","0.2493","0.9129","0.6951","65","marin/depend-eee75d9de3bd3229.mp3"
"cedar","depend","depend","","","1.248","0.04730893","0.35771364","0.458717","0.0832","0.8721","0.3759","65","cedar/depend-eee75d9de3bd3229.mp3"
"marin","describe","describe","","","1.416","0.04829558","0.27589476","0.365981","0.3352","1.0033","0.4127","88","marin/describe-6fcfda8a862412e1.mp3"
"cedar","describe","describe","","","1.104","0.05400458","0.50668347","0.36481","0.0571","0.638","0.466","88","cedar/describe-6fcfda8a862412e1.mp3"
"marin","desert","desert","","","1.2","0.06309516","0.67581952","0.310451","0.052","0.6045","0.5955","108","marin/desert-3fa95e815b3d6479.mp3"
"cedar","desert","desert","","","1.056","0.04869156","0.61318153","0.305141","0.0661","0.6507","0.4053","108","cedar/desert-3fa95e815b3d6479.mp3"
"marin","design","design","","","1.104","0.07038002","0.41518658","0.515851","0.0742","0.7804","0.3236","102","marin/design-f52c370da768f628.mp3"
"cedar","design","design","","","1.608","0.04083305","0.41178262","0.276728","0.2235","0.8226","0.7854","102","cedar/design-f52c370da768f628.mp3"
"marin","desire","desire","","","1.368","0.06828761","0.43960547","0.411001","0.0799","0.7517","0.6163","18","marin/desire-872c99b67ebf918e.mp3"
"cedar","desire","desire","","","1.608","0.04531261","0.4295041","0.304584","0.1801","0.7802","0.8278","18","cedar/desire-872c99b67ebf918e.mp3"
"marin","desk","desk","","","0.912","0.04991669","0.5074994","0.378198","0.0776","0.6341","0.2779","69","marin/desk-23dc9af36aeeb659.mp3"
"cedar","desk","desk","","","0.912","0.05234984","0.72795814","0.303934","0.0834","0.5308","0.3812","69","cedar/desk-23dc9af36aeeb659.mp3"
"marin","dessert","dessert","","","0.96","0.07043714","0.40274826","0.401085","0.0827","0.673","0.287","42","marin/dessert-c59459b8d4114379.mp3"
"cedar","dessert","dessert","","","0.96","0.04757254","0.39130315","0.374631","0.0822","0.6654","0.2946","42","cedar/dessert-c59459b8d4114379.mp3"
"marin","detect","detect","","","1.656","0.03982298","0.44195315","0.177775","0.1345","0.7381","0.9179","62","marin/detect-bb99301fa4e91453.mp3"
"cedar","detect","detect","","","1.152","0.05144637","0.6391294","0.299714","0.0907","0.731","0.421","62","cedar/detect-bb99301fa4e91453.mp3"
"marin","develop","develop","","","1.152","0.06746398","0.44106644","0.387496","0.0543","0.734","0.418","10","marin/develop-239a504b8fa8af02.mp3"
"cedar","develop","develop","","","1.152","0.06673615","0.59285808","0.382053","0.0684","0.6835","0.4685","10","cedar/develop-239a504b8fa8af02.mp3"
"marin","dial","dial","","","1.008","0.05965018","0.60703886","0.335524","0.0874","0.573","0.435","60","marin/dial-21b36a5c36f5789c.mp3"
"cedar","dial","dial","","","0.864","0.08138014","0.72390652","0.378472","0.059","0.478","0.386","60","cedar/dial-21b36a5c36f5789c.mp3"
"marin","diamond","diamond","","","1.248","0.05364895","0.4814727","0.411926","0.0811","0.7417","0.5063","50","marin/diamond-fecec15807d6b187.mp3"
"cedar","diamond","diamond","","","1.56","0.05255962","0.59824884","0.31071","0.0703","0.6884","0.8716","50","cedar/diamond-fecec15807d6b187.mp3"
"marin","diary","diary","","","1.104","0.06498","0.57734764","0.442633","0.1762","0.723","0.381","80","marin/diary-d038bdd38e7ffa1a.mp3"
"cedar","diary","diary","","","1.368","0.05000409","0.60647506","0.329968","0.0709","0.6905","0.6775","80","cedar/diary-d038bdd38e7ffa1a.mp3"
"marin","dictionary","dictionary","","","1.368","0.05490726","0.42735118","0.400417","0.0856","0.8043","0.5638","77","marin/dictionary-97653dcef5a903d3.mp3"
"cedar","dictionary","dictionary","","","1.416","0.05174998","0.48567066","0.430776","0.0646","0.911","0.505","77","cedar/dictionary-97653dcef5a903d3.mp3"
"marin","did","did","","","1.152","0.0482644","0.34077972","0.255679","0.2752","0.6947","0.4573","122","marin/did-a919159f6113db7a.mp3"
"cedar","did","did","","","1.848","0.04268175","0.62271118","0.142192","0.0629","0.4221","1.4259","122","cedar/did-a919159f6113db7a.mp3"
"marin","die","die","","","1.056","0.05575401","0.66055363","0.257083","0.1113","0.4916","0.5644","24","marin/die-f87bcfa63efe5737.mp3"
"cedar","die","die","","","0.912","0.06153346","0.72414762","0.407666","0.0751","0.6011","0.3109","24","cedar/die-f87bcfa63efe5737.mp3"
"marin","diet","diet","","","0.96","0.06837497","0.74080431","0.347938","0.0686","0.623","0.337","25","marin/diet-00bfac971732649d.mp3"
"cedar","diet","diet","","","1.056","0.0526575","0.61704648","0.350675","0.083","0.683","0.373","25","cedar/diet-00bfac971732649d.mp3"
"marin","difference","difference","","","1.848","0.04083461","0.41054448","0.246043","0.089","0.7384","1.1096","117","marin/difference-bd73e5c35e798c8d.mp3"
"cedar","difference","difference","","","1.656","0.03773986","0.44328833","0.258894","0.4563","1.1541","0.5019","117","cedar/difference-bd73e5c35e798c8d.mp3"
"marin","different","different","","","1.104","0.05102059","0.37440354","0.318784","0.0836","0.6462","0.4578","117","marin/different-1170c8939638387e.mp3"
"cedar","different","different","","","1.368","0.04900072","0.61089265","0.223547","0.4544","0.9629","0.4051","117","cedar/different-1170c8939638387e.mp3"
"marin","difficult","difficult","","","1.968","0.03966252","0.46291348","0.180312","0.0808","0.6885","1.2795","10","marin/difficult-f74b6557be746650.mp3"
"cedar","difficult","difficult","","","1.2","0.04414399","0.44896033","0.279601","0.2149","0.8133","0.3867","10","cedar/difficult-f74b6557be746650.mp3"
"marin","difficulty","difficulty","","","1.2","0.05247065","0.40941432","0.370712","0.0703","0.7839","0.4161","25","marin/difficulty-af6e1cd181b337f4.mp3"
"cedar","difficulty","difficulty","","","1.248","0.04253762","0.40063867","0.381978","0.0618","0.9112","0.3368","25","cedar/difficulty-af6e1cd181b337f4.mp3"
"marin","dig","dig","","","1.104","0.06665241","0.60766053","0.195426","0.0776","0.4037","0.7003","59","marin/dig-1a8807e7df614d12.mp3"
"cedar","dig","dig","","","1.008","0.06080116","0.38869935","0.441737","0.0759","0.6807","0.3273","59","cedar/dig-1a8807e7df614d12.mp3"
"marin","dig in","dig in","","","1.656","0.06968155","0.37420666","0.476638","0.0801","1.1313","0.5247","","marin/dig-in-cd6136acdfcc7928.mp3"
"cedar","dig in","dig in","","","1.464","0.0570267","0.41062856","0.450094","0.0689","1.1418","0.3222","","cedar/dig-in-cd6136acdfcc7928.mp3"
"marin","diligent","diligent","","","1.32","0.05319769","0.36768791","0.375","0.2828","0.9756","0.3444","13","marin/diligent-51a26bdfc22e59ec.mp3"
"cedar","diligent","diligent","","","1.416","0.07183759","0.56377906","0.329949","0.0714","0.7062","0.7098","13","cedar/diligent-51a26bdfc22e59ec.mp3"
"marin","dining room","dining room","","","1.368","0.06736881","0.46900514","0.581871","0.0776","0.9918","0.3762","70","marin/dining-room-7e83f6c7658d0190.mp3"
"cedar","dining room","dining room","","","1.152","0.06549521","0.80644244","0.52143","0.0645","0.7905","0.3615","70","cedar/dining-room-7e83f6c7658d0190.mp3"
"marin","dinner","dinner","","","1.512","0.06136582","0.54776651","0.18553","0.069","0.4208","1.0912","41","marin/dinner-cd503e900370e165.mp3"
"cedar","dinner","dinner","","","0.912","0.05128822","0.49854329","0.289177","0.083","0.4427","0.4693","41","cedar/dinner-cd503e900370e165.mp3"
"marin","dinosaur","dinosaur","","","1.2","0.06267328","0.56304717","0.450313","0.1068","0.7802","0.4198","112","marin/dinosaur-494a9f2d760e09e5.mp3"
"cedar","dinosaur","dinosaur","","","1.104","0.05870943","0.68383557","0.534401","0.0698","0.8944","0.2096","112","cedar/dinosaur-494a9f2d760e09e5.mp3"
"marin","diplomat","diplomat","","","0.912","0.06164295","0.47188759","0.378175","0.0777","0.723","0.189","6","marin/diplomat-bbda18977f40b06b.mp3"
"cedar","diplomat","diplomat","","","1.656","0.05480692","0.52233285","0.3554","0.0737","0.9331","0.7229","6","cedar/diplomat-bbda18977f40b06b.mp3"
"marin","direct","direct","","","1.104","0.05501523","0.38239151","0.341335","0.0769","0.7383","0.3657","84","marin/direct-96f56a26868e3613.mp3"
"cedar","direct","direct","","","1.056","0.06498907","0.52058107","0.375927","0.0709","0.7301","0.3259","84","cedar/direct-96f56a26868e3613.mp3"
"marin","direction","direction","","","0.912","0.05519849","0.43545386","0.471583","0.0894","0.7191","0.1929","84","marin/direction-8aeec2629979acfe.mp3"
"cedar","direction","direction","","","1.56","0.05571605","0.61789489","0.315077","0.0808","0.7414","0.8186","84","cedar/direction-8aeec2629979acfe.mp3"
"marin","dirty","dirty","","","0.96","0.05725696","0.39086238","0.376324","0.1291","0.573","0.387","58","marin/dirty-abe9c2071f1d073a.mp3"
"cedar","dirty","dirty","","","1.104","0.05526531","0.52150488","0.307329","0.2892","0.6966","0.4074","58","cedar/dirty-abe9c2071f1d073a.mp3"
"marin","disappear","disappear","","","1.152","0.06954763","0.42802909","0.448134","0.0769","0.8171","0.3349","115","marin/disappear-bbb4687cc04ae141.mp3"
"cedar","disappear","disappear","","","2.16","0.05334746","0.45986402","0.318104","0.5208","1.5287","0.6313","115","cedar/disappear-bbb4687cc04ae141.mp3"
"marin","discover","discover","","","1.152","0.05016802","0.35524687","0.309534","0.1613","0.69","0.462","9","marin/discover-e093caa7061ae7c4.mp3"
"cedar","discover","discover","","","1.2","0.06163641","0.444475","0.412187","0.09","0.7632","0.4368","9","cedar/discover-e093caa7061ae7c4.mp3"
"marin","discuss","discuss","","","1.752","0.05386187","0.49219301","0.33746","0.0756","0.8415","0.9105","81","marin/discuss-d59b3715a5f101d6.mp3"
"cedar","discuss","discuss","","","1.152","0.06105644","0.54116374","0.517524","0.0642","0.8884","0.2636","81","cedar/discuss-d59b3715a5f101d6.mp3"
"marin","discussion","discussion","","","1.368","0.02943209","0.26499245","0.369792","0.2701","0.9637","0.4043","81","marin/discussion-56e8de126decf041.mp3"
"cedar","discussion","discussion","","","1.752","0.04950207","0.50599772","0.351313","0.07","0.8524","0.8996","81","cedar/discussion-56e8de126decf041.mp3"
"marin","dish","dish","","","1.104","0.03164624","0.28924006","0.296403","0.4306","0.9045","0.1995","46","marin/dish-3f4e793092e086c8.mp3"
"cedar","dish","dish","","","0.912","0.04636423","0.49281526","0.389072","0.0755","0.6085","0.3035","46","cedar/dish-3f4e793092e086c8.mp3"
"marin","dishonest","dishonest","","","1.2","0.05825946","0.34381145","0.509826","0.0813","0.8836","0.3164","13","marin/dishonest-f8b6a67e8893b185.mp3"
"cedar","dishonest","dishonest","","","1.92","0.04441663","0.38742051","0.365224","0.0677","1.2476","0.6724","13","cedar/dishonest-f8b6a67e8893b185.mp3"
"marin","distance","distance","","","1.608","0.03842857","0.31945005","0.308043","0.2728","0.9596","0.6484","96","marin/distance-8674c533ae925510.mp3"
"cedar","distance","distance","","","1.248","0.04361181","0.44745547","0.386902","0.1221","0.8547","0.3933","96","cedar/distance-8674c533ae925510.mp3"
"marin","distant","distant","","","1.104","0.05334791","0.4506551","0.306952","0.0717","0.6538","0.4502","96","marin/distant-f95be29376177c7b.mp3"
"cedar","distant","distant","","","1.008","0.03570903","0.32810003","0.328435","0.2201","0.733","0.275","96","cedar/distant-f95be29376177c7b.mp3"
"marin","divide","divide","","","1.704","0.06513435","0.56645077","0.303624","0.0829","0.7211","0.9829","78","marin/divide-eaeeb73683f9ddcc.mp3"
"cedar","divide","divide","","","1.464","0.0792528","0.78771329","0.357539","0.0607","0.7576","0.7064","78","cedar/divide-eaeeb73683f9ddcc.mp3"
"marin","dizzy","dizzy","","","1.248","0.07320455","0.5970943","0.261118","0.0995","0.4854","0.7626","23","marin/dizzy-f9e1b6f44c6732d4.mp3"
"cedar","dizzy","dizzy","","","0.96","0.05481749","0.47444189","0.291688","0.1535","0.5207","0.4393","23","cedar/dizzy-f9e1b6f44c6732d4.mp3"
"marin","do","do","","","1.368","0.04725636","0.29021475","0.263006","0.3227","0.7203","0.6477","115|122","marin/do-06083476ac96129f.mp3"
"cedar","do","do","","","1.056","0.04109707","0.2653046","0.348485","0.1468","0.6055","0.4505","115|122","cedar/do-06083476ac96129f.mp3"
"marin","do business with","do business with","","","1.656","0.0610818","0.29747659","0.471379","0.0516","1.1981","0.4579","","marin/do-business-with-5b6e2a946a2bd4c5.mp3"
"cedar","do business with","do business with","","","1.608","0.05999095","0.35942918","0.481784","0.0796","1.2047","0.4033","","cedar/do-business-with-5b6e2a946a2bd4c5.mp3"
"marin","do exercise","do exercise","","","1.608","0.06286236","0.5302242","0.537961","0.1547","1.3582","0.2498","","marin/do-exercise-8047ba0025481bd5.mp3"
"cedar","do exercise","do exercise","","","1.968","0.05453827","0.54334563","0.434314","0.0704","1.4989","0.4691","","cedar/do-exercise-8047ba0025481bd5.mp3"
"marin","do + 人 + good","do someone good.","","","2.208","0.06788063","0.29638118","0.503727","0.181","1.7486","0.4594","","marin/do-good-5ccbde669dbf34bb.mp3"
"cedar","do + 人 + good","do someone good.","","","2.448","0.05963216","0.41710028","0.495404","0.0728","1.9835","0.4645","","cedar/do-good-5ccbde669dbf34bb.mp3"
"marin","do homework","do homework","","","1.8","0.07846122","0.31857485","0.460949","0.0746","1.3577","0.4423","","marin/do-homework-8a2267e0c5995b5a.mp3"
"cedar","do homework","do homework","","","1.608","0.06326868","0.43655089","0.431126","0.0737","1.0822","0.5258","","cedar/do-homework-8a2267e0c5995b5a.mp3"
"marin","do one's part","do one's part","","","1.968","0.06535828","0.29388833","0.552718","0.0753","1.7969","0.1711","","marin/do-ones-part-0eb28f7c8f17ff1e.mp3"
"cedar","do one's part","do one's part","","","1.608","0.06388876","0.42586297","0.445248","0.0663","1.1526","0.4554","","cedar/do-ones-part-0eb28f7c8f17ff1e.mp3"
"marin","do one's / the shopping","do one's shopping. Or, do the shopping.","","","3.216","0.07265924","0.42169094","0.616831","0.0626","3.0463","0.1697","","marin/do-ones-the-shopping-b296b4dc38b57497.mp3"
"cedar","do one's / the shopping","do one's shopping. Or, do the shopping.","","","3.552","0.07305662","0.45590031","0.570758","0.0752","3.3528","0.1992","","cedar/do-ones-the-shopping-b296b4dc38b57497.mp3"
"marin","do / try one's best","do one's best. Or, try one's best.","","","3.408","0.0730287","0.51834422","0.551185","0.069","3.2408","0.1672","","marin/do-try-ones-best-1aab11f67f3e6dfe.mp3"
"cedar","do / try one's best","do one's best. Or, try one's best.","","","3.864","0.06391795","0.56505239","0.433068","0.0641","3.6331","0.2309","","cedar/do-try-ones-best-1aab11f67f3e6dfe.mp3"
"marin","doctor","doctor","","","0.864","0.06581481","0.65992761","0.276259","0.1245","0.5671","0.2969","6","marin/doctor-f1ac079230643f12.mp3"
"cedar","doctor","doctor","","","0.864","0.08870814","0.85345167","0.288291","0.0856","0.5241","0.3399","6","cedar/doctor-f1ac079230643f12.mp3"
"marin","dodge ball","dodge ball","","","1.848","0.07115924","0.49600291","0.494713","0.0693","1.3933","0.4547","52","marin/dodge-ball-0986cd09cb150155.mp3"
"cedar","dodge ball","dodge ball","","","1.32","0.0736243","0.65962064","0.517708","0.0788","1.0531","0.2669","52","cedar/dodge-ball-0986cd09cb150155.mp3"
"marin","does","does","","","1.416","0.05168711","0.50942165","0.290622","0.2211","0.7317","0.6843","122","marin/does-9531639a9e5bab3d.mp3"
"cedar","does","does","","","1.248","0.03291302","0.51810527","0.224292","0.4806","0.9358","0.3122","122","cedar/does-9531639a9e5bab3d.mp3"
"marin","dog","dog","","","0.912","0.05930073","0.49058723","0.409471","0.0833","0.5844","0.3276","110","marin/dog-b6d8423f6d3423aa.mp3"
"cedar","dog","dog","","","1.848","0.0548108","0.47752768","0.253055","0.0805","1.406","0.442","110","cedar/dog-b6d8423f6d3423aa.mp3"
"marin","doll","doll","","","1.2","0.0655993","0.72336769","0.349115","0.0694","0.5866","0.6134","57","marin/doll-1952e24448b7d579.mp3"
"cedar","doll","doll","","","1.008","0.06769239","0.63129377","0.397611","0.1573","0.6917","0.3163","57","cedar/doll-1952e24448b7d579.mp3"
"marin","dollar","dollar","","","1.056","0.0585178","0.38689378","0.483428","0.0662","0.7587","0.2973","36","marin/dollar-a9a01100c8564e44.mp3"
"cedar","dollar","dollar","","","1.2","0.04065914","0.50797951","0.268003","0.0698","0.5805","0.6195","36","cedar/dollar-a9a01100c8564e44.mp3"
"marin","dolphin","dolphin","","","1.248","0.06819113","0.51552939","0.451389","0.066","0.8787","0.3693","112","marin/dolphin-1f91a9b5dec436d7.mp3"
"cedar","dolphin","dolphin","","","1.416","0.06853069","0.63515478","0.358889","0.0734","0.8422","0.5738","112","cedar/dolphin-1f91a9b5dec436d7.mp3"
"marin","donkey","donkey","","","2.064","0.04838458","0.31926271","0.238978","0.637","1.3113","0.7527","110","marin/donkey-45814cf76274a6bf.mp3"
"cedar","donkey","donkey","","","1.104","0.04576942","0.48307714","0.34458","0.2324","0.7704","0.3336","110","cedar/donkey-45814cf76274a6bf.mp3"
"marin","Don't take a chance.","Don't take a chance.","","","1.656","0.05701593","0.30287445","0.536207","0.0608","1.4356","0.2204","","marin/dont-take-a-chance-a49f36135d37362d.mp3"
"cedar","Don't take a chance.","Don't take a chance.","","","1.704","0.05269221","0.58472902","0.390992","0.0745","1.2856","0.4184","","cedar/dont-take-a-chance-a49f36135d37362d.mp3"
"marin","door","door","","","1.56","0.04441434","0.31535977","0.254688","0.2926","0.7914","0.7686","67","marin/door-cb0582ab6ecad78f.mp3"
"cedar","door","door","","","1.2","0.04399793","0.37939155","0.216042","0.4264","0.7431","0.4569","67","cedar/door-cb0582ab6ecad78f.mp3"
"marin","dot","dot","","","1.104","0.05311496","0.59193236","0.221279","0.0771","0.5285","0.5755","99","marin/dot-5ddbce254c08372e.mp3"
"cedar","dot","dot","","","1.248","0.03856546","0.46988258","0.206347","0.1437","0.5937","0.6543","99","cedar/dot-5ddbce254c08372e.mp3"
"marin","Double Tenth Day","Double Tenth Day","","","2.16","0.074444","0.61835402","0.38478","0.0719","1.5917","0.5683","101","marin/double-tenth-day-f635e42e83298dce.mp3"
"cedar","Double Tenth Day","Double Tenth Day","","","2.064","0.04943776","0.56319833","0.384256","0.0762","1.757","0.307","101","cedar/double-tenth-day-f635e42e83298dce.mp3"
"marin","doubt","doubt","","","0.96","0.0391461","0.34495753","0.285894","0.0708","0.573","0.387","66","marin/doubt-4ecaddf11c4ef75e.mp3"
"cedar","doubt","doubt","","","1.704","0.03244203","0.36892441","0.146983","0.2724","0.7574","0.9466","66","cedar/doubt-4ecaddf11c4ef75e.mp3"
"marin","doughnut","doughnut","","","1.416","0.05990212","0.46281233","0.255179","0.0634","0.623","0.793","43","marin/doughnut-a9f5cc7ff00040d2.mp3"
"cedar","doughnut","doughnut","","","1.608","0.06975062","0.53073239","0.368444","0.0684","0.8722","0.7358","43","cedar/doughnut-a9f5cc7ff00040d2.mp3"
"marin","down","down","","","1.008","0.05726144","0.41145593","0.462364","0.0655","0.6111","0.3969","15|132","marin/down-f7332c41f0b3aecf.mp3"
"cedar","down","down","","","1.152","0.05087651","0.71629643","0.292969","0.1824","0.6288","0.5232","15|132","cedar/down-f7332c41f0b3aecf.mp3"
"marin","download","download","","","1.248","0.05440416","0.30559573","0.549997","0.1737","1.0101","0.2379","61","marin/download-241fc234ac0c3cd1.mp3"
"cedar","download","download","","","1.8","0.04505217","0.56876844","0.335938","0.475","1.2919","0.5081","61","cedar/download-241fc234ac0c3cd1.mp3"
"marin","downstairs","downstairs","","","1.656","0.05413858","0.49265724","0.412993","0.0676","0.9962","0.6598","71","marin/downstairs-f24d5cc1b42247b6.mp3"
"cedar","downstairs","downstairs","","","1.56","0.05725293","0.56219643","0.498144","0.0796","1.123","0.437","71","cedar/downstairs-f24d5cc1b42247b6.mp3"
"marin","downtown","downtown","","","1.32","0.06635864","0.47174296","0.478961","0.0773","0.82","0.5","86","marin/downtown-cd1611ed0772e7db.mp3"
"cedar","downtown","downtown","","","1.416","0.04949451","0.54379886","0.436205","0.2059","0.9902","0.4257","86","cedar/downtown-cd1611ed0772e7db.mp3"
"marin","dozen","dozen","","","0.864","0.07517188","0.68574119","0.519845","0.0625","0.6125","0.2515","100","marin/dozen-099d69d207e3539a.mp3"
"cedar","dozen","dozen","","","1.248","0.04193103","0.52409935","0.26893","0.5786","1.0313","0.2167","100","cedar/dozen-099d69d207e3539a.mp3"
"marin","dozens of","dozens of","","","1.608","0.06133365","0.5514161","0.466353","0.0575","1.3194","0.2886","","marin/dozens-of-053e1a64b73b9deb.mp3"
"cedar","dozens of","dozens of","","","1.464","0.06318592","0.60884768","0.365323","0.0713","0.7934","0.6706","","cedar/dozens-of-053e1a64b73b9deb.mp3"
"marin","Dr.","Dr.","","","1.056","0.05304188","0.41544551","0.352924","0.067","0.7365","0.3195","3","marin/dr-b1f28bd5a1e04385.mp3"
"cedar","Dr.","Dr.","","","1.2","0.03786214","0.56839836","0.221354","0.5132","0.9712","0.2288","3","cedar/dr-b1f28bd5a1e04385.mp3"
"marin","dragon","dragon","","","1.656","0.05382329","0.41709623","0.414943","0.0746","0.885","0.771","112","marin/dragon-24e11938b9091b4d.mp3"
"cedar","dragon","dragon","","","1.416","0.04446891","0.52431953","0.371116","0.4233","1.0862","0.3298","112","cedar/dragon-24e11938b9091b4d.mp3"
"marin","Dragon-boat Festival","Dragon-boat Festival","","","1.968","0.06901518","0.54986858","0.519489","0.0725","1.617","0.351","101","marin/dragon-boat-festival-88c510be93234c76.mp3"
"cedar","Dragon-boat Festival","Dragon-boat Festival","","","2.52","0.0634271","0.79242402","0.401066","0.0904","1.4394","1.0806","101","cedar/dragon-boat-festival-88c510be93234c76.mp3"
"marin","drama","drama","","","0.912","0.06945253","0.47553948","0.540365","0.0743","0.6504","0.2616","55","marin/drama-e49a84cfbb743b7a.mp3"
"cedar","drama","drama","","","1.2","0.05354218","0.48562306","0.321406","0.1022","0.6075","0.5925","55","cedar/drama-e49a84cfbb743b7a.mp3"
"marin","draw","draw","","","0.96","0.06039348","0.47582191","0.406402","0.0627","0.5625","0.3975","55","marin/draw-307b13993b7383c1.mp3"
