"voice","displayText","expectedText","issues","error","durationSeconds","rms","peak","activeRatio","firstActiveSeconds","lastActiveSeconds","trailingSilenceSeconds","lessons","relativePath"
"cedar","terrific","terrific","","","1.656","0.04046705","0.42531222","0.217001","0.1576","0.7977","0.8583","81","cedar/terrific-742c339c6f39bcf9.mp3"
"marin","test","test","","","1.32","0.01870263","0.22652711","0.22137","0.2987","0.8418","0.4782","79","marin/test-f2ca1bb6c7e907d0.mp3"
"cedar","test","test","","","0.912","0.03472477","0.47967321","0.275402","0.22","0.6743","0.2378","79","cedar/test-f2ca1bb6c7e907d0.mp3"
"marin","textbook","textbook","","","1.152","0.04042793","0.41106907","0.282588","0.061","0.7969","0.3551","79","marin/textbook-9e5d63cc6d24eb26.mp3"
"cedar","textbook","textbook","","","1.608","0.03012456","0.43079492","0.199199","0.2201","1.1091","0.4989","79","cedar/textbook-9e5d63cc6d24eb26.mp3"
"marin","than","than","","","0.96","0.04961615","0.49240848","0.396788","0.0776","0.528","0.432","132","marin/than-d56f2e9d3947c1bb.mp3"
"cedar","than","than","","","1.416","0.0537156","0.63219422","0.296272","0.0675","0.6258","0.7902","132","cedar/than-d56f2e9d3947c1bb.mp3"
"marin","thank","thank","","","1.368","0.04316979","0.44321463","0.169454","0.3506","0.8337","0.5343","64","marin/thank-113ddfae956ae7fe.mp3"
"cedar","thank","thank","","","1.56","0.02868157","0.47947109","0.11063","0.4716","0.8337","0.7263","64","cedar/thank-113ddfae956ae7fe.mp3"
"marin","Thank goodness / God.","Thank goodness. Or, thank God.","","","3.72","0.07768719","0.54207838","0.468761","0.0694","3.4075","0.3125","","marin/thank-goodness-god-818079ed53a57fca.mp3"
"cedar","Thank goodness / God.","Thank goodness. Or, thank God.","","","2.352","0.06055472","0.52248013","0.461345","0.2386","2.0249","0.3271","","cedar/thank-goodness-god-818079ed53a57fca.mp3"
"marin","thanks for + V-ing / N","thanks for doing something. Or, thanks for something.","","","4.368","0.06874537","0.40332365","0.493098","0.0739","4.1437","0.2243","","marin/thanks-for-v-ing-n-5f9815cde968c10b.mp3"
"cedar","thanks for + V-ing / N","thanks for doing something. Or, thanks for something.","","","3.264","0.05699131","0.50728488","0.464001","0.1215","3.0541","0.2099","","cedar/thanks-for-v-ing-n-5f9815cde968c10b.mp3"
"marin","thanks to","thanks to","","","1.248","0.06749364","0.50900555","0.429554","0.1187","0.8281","0.4199","","marin/thanks-to-f5832d4c946b7204.mp3"
"cedar","thanks to","thanks to","","","1.8","0.03984863","0.33988532","0.299699","0.4206","1.4726","0.3274","","cedar/thanks-to-f5832d4c946b7204.mp3"
"marin","Thanksgiving","Thanksgiving","","","1.32","0.0603437","0.33385554","0.450758","0.053","0.7592","0.5608","101","marin/thanksgiving-d63e36939932de79.mp3"
"cedar","Thanksgiving","Thanksgiving","","","2.448","0.03450795","0.44391832","0.183458","0.3802","1","1.448","101","cedar/thanksgiving-d63e36939932de79.mp3"
"marin","that","that","","","1.416","0.03127033","0.36181551","0.17395","0.4904","0.9303","0.4857","125","marin/that-f2c28281ab712fc2.mp3"
"cedar","that","that","","","0.648","0.05063376","0.7097162","0.294592","0.0839","0.4268","0.2212","125","cedar/that-f2c28281ab712fc2.mp3"
"marin","the","the","","","0.864","0.06136221","0.54589677","0.316358","0.0749","0.4023","0.4617","125","marin/the-a587693500a37d17.mp3"
"cedar","the","the","","","0.912","0.04657565","0.5433073","0.201275","0.0871","0.3455","0.5665","125","cedar/the-a587693500a37d17.mp3"
"marin","The more, the better.","The more, the better.","","","1.464","0.08146565","0.43793997","0.614413","0.0748","1.2536","0.2104","","marin/the-more-the-better-9118a20dd2de9a6a.mp3"
"cedar","The more, the better.","The more, the better.","","","2.064","0.06295454","0.55371481","0.46334","0.0752","1.4677","0.5963","","cedar/the-more-the-better-9118a20dd2de9a6a.mp3"
"marin","the rest","the rest","","","3","0.03841207","0.43527147","0.215194","0.0776","1.0849","1.9151","","marin/the-rest-ce27dd52362f08c1.mp3"
"cedar","the rest","the rest","","","1.2","0.06130089","0.56416011","0.459549","0.0743","0.8639","0.3361","","cedar/the-rest-ce27dd52362f08c1.mp3"
"marin","theater","theater","","","1.464","0.05540869","0.36624187","0.244948","0.3006","0.8682","0.5958","85","marin/theater-2de5605ec1f0a2f4.mp3"
"cedar","theater","theater","","","0.816","0.06639198","0.50740707","0.35049","0.159","0.5868","0.2292","85","cedar/theater-2de5605ec1f0a2f4.mp3"
"marin","their","their","","","0.912","0.04420853","0.25694361","0.400836","0.3268","0.7608","0.1512","125","marin/their-7db69f4aef6a99e8.mp3"
"cedar","their","their","","","1.2","0.04649236","0.44084129","0.253437","0.2006","0.59","0.61","125","cedar/their-7db69f4aef6a99e8.mp3"
"marin","theirs","theirs","","","1.2","0.07113205","0.72419322","0.365278","0.075","0.6033","0.5967","126","marin/theirs-ed9c86a61e05623a.mp3"
"cedar","theirs","theirs","","","1.368","0.05400282","0.46615419","0.301231","0.1358","0.6978","0.6702","126","cedar/theirs-ed9c86a61e05623a.mp3"
"marin","them","them","","","1.056","0.06115603","0.58859903","0.332702","0.0748","0.4694","0.5866","126","marin/them-c2b424bc17a7e755.mp3"
"cedar","them","them","","","0.864","0.0585614","0.67315757","0.413677","0.0735","0.5723","0.2917","126","cedar/them-c2b424bc17a7e755.mp3"
"marin","themselves","themselves","","","1.416","0.0567956","0.38269594","0.395068","0.0772","0.8045","0.6115","126","marin/themselves-8bd4e5166c0e9dfa.mp3"
"cedar","themselves","themselves","","","1.656","0.0600873","0.50079715","0.477657","0.1782","1.1294","0.5266","126","cedar/themselves-8bd4e5166c0e9dfa.mp3"
"marin","then","then","","","0.96","0.04452088","0.47898465","0.363498","0.1486","0.573","0.387","120|133","marin/then-8d8d7fe1a8f1344d.mp3"
"cedar","then","then","","","0.816","0.07606102","0.83784187","0.400684","0.0784","0.4616","0.3544","120|133","cedar/then-8d8d7fe1a8f1344d.mp3"
"marin","there","there","","","1.152","0.05889556","0.52644575","0.288068","0.0628","0.4848","0.6672","","marin/there-1ab094ade32450c6.mp3"
"cedar","there","there","","","0.864","0.05719719","0.58105493","0.317998","0.0865","0.4524","0.4116","","cedar/there-1ab094ade32450c6.mp3"
"marin","There you go.","There you go.","","","1.8","0.06538631","0.37946349","0.426979","0.0581","0.9262","0.8738","","marin/there-you-go-747ab54ca466283e.mp3"
"cedar","There you go.","There you go.","","","0.864","0.07984371","0.53355068","0.500072","0.0813","0.6049","0.2591","","cedar/there-you-go-747ab54ca466283e.mp3"
"marin","therefore","therefore","","","0.96","0.08642643","0.55286086","0.478885","0.0619","0.6337","0.3263","120","marin/therefore-aa939f01ad664dfe.mp3"
"cedar","therefore","therefore","","","1.248","0.04315594","0.41129193","0.292051","0.2607","0.8415","0.4065","120","cedar/therefore-aa939f01ad664dfe.mp3"
"marin","these","these","","","1.056","0.06091219","0.42697722","0.412583","0.0779","0.6266","0.4294","125","marin/these-38527a0e08fc93a8.mp3"
"cedar","these","these","","","1.368","0.0433432","0.3451578","0.362131","0.079","0.7185","0.6495","125","cedar/these-38527a0e08fc93a8.mp3"
"marin","they","they","","","0.912","0.06788783","0.6974206","0.441406","0.08","0.5514","0.3606","126","marin/they-d8fa9c6fcd5510d3.mp3"
"cedar","they","they","","","0.912","0.06485088","0.56090724","0.337125","0.0696","0.45","0.462","126","cedar/they-d8fa9c6fcd5510d3.mp3"
"marin","thick","thick","","","1.152","0.04804649","0.50606167","0.184082","0.0818","0.5546","0.5974","98","marin/thick-13a9fcfa62f04207.mp3"
"cedar","thick","thick","","","1.056","0.02603458","0.24258277","0.115491","0.3294","0.7469","0.3091","98","cedar/thick-13a9fcfa62f04207.mp3"
"marin","thief","thief","","","1.104","0.04363486","0.31726262","0.271588","0.1637","0.6637","0.4403","5","marin/thief-fff1736e2907af4e.mp3"
"cedar","thief","thief","","","1.368","0.02616956","0.26838821","0.117538","0.3315","0.7123","0.6558","5","cedar/thief-fff1736e2907af4e.mp3"
"marin","thin","thin","","","0.864","0.05358658","0.36535713","0.400801","0.1242","0.6124","0.2516","11|98","marin/thin-0ed3a8867823cb5e.mp3"
"cedar","thin","thin","","","1.416","0.03416633","0.46821061","0.194871","0.2356","0.7185","0.6975","11|98","cedar/thin-0ed3a8867823cb5e.mp3"
"marin","thing","thing","","","1.464","0.0444066","0.3466765","0.22615","0.2217","0.7472","0.7168","9","marin/thing-a77e4c11a57f1d75.mp3"
"cedar","thing","thing","","","1.248","0.0391206","0.40046778","0.199018","0.1937","0.5892","0.6588","9","cedar/thing-a77e4c11a57f1d75.mp3"
"marin","think","think","","","1.656","0.03471152","0.31537315","0.123201","0.5247","1.0337","0.6223","18","marin/think-eab804fce93e9241.mp3"
"cedar","think","think","","","1.32","0.02663855","0.37617499","0.120612","0.4218","0.7577","0.5623","18","cedar/think-eab804fce93e9241.mp3"
"marin","think of","think of","","","1.56","0.05671298","0.36506099","0.377457","0.1617","1.206","0.354","","marin/think-of-05f57ff150d5f309.mp3"
"cedar","think of","think of","","","1.92","0.04925714","0.48738912","0.238661","0.1819","1.3137","0.6063","","cedar/think-of-05f57ff150d5f309.mp3"
"marin","third","third","","","1.8","0.04352202","0.37297651","0.201354","0.3302","0.9147","0.8853","30","marin/third-5eef8098ed6ec0a1.mp3"
"cedar","third","third","","","1.248","0.04802423","0.41825438","0.200988","0.4664","0.8748","0.3732","30","cedar/third-5eef8098ed6ec0a1.mp3"
"marin","thirsty","thirsty","","","2.112","0.04195442","0.39519787","0.20131","0.1096","0.6922","1.4198","21","marin/thirsty-5098897cb3186ead.mp3"
"cedar","thirsty","thirsty","","","1.248","0.04366385","0.38497391","0.296124","0.2766","0.9549","0.2931","21","cedar/thirsty-5098897cb3186ead.mp3"
"marin","thirteen","thirteen","","","1.104","0.05552281","0.35481358","0.371528","0.0923","0.7461","0.3579","29","marin/thirteen-a3b55d63fec676d7.mp3"
"cedar","thirteen","thirteen","","","1.368","0.03913275","0.38128772","0.260432","0.3623","1.0399","0.3281","29","cedar/thirteen-a3b55d63fec676d7.mp3"
"marin","thirty","thirty","","","1.152","0.04990125","0.33251023","0.272624","0.2577","0.7203","0.4317","30","marin/thirty-b89da536f7c2d1cb.mp3"
"cedar","thirty","thirty","","","1.368","0.03527051","0.32426381","0.211988","0.5528","0.971","0.397","30","cedar/thirty-b89da536f7c2d1cb.mp3"
"marin","this","this","","","1.104","0.05044159","0.40065867","0.324181","0.2503","0.706","0.398","125","marin/this-c18d547cafb43e30.mp3"
"cedar","this","this","","","1.2","0.04696708","0.56153744","0.293698","0.4087","0.8891","0.3109","125","cedar/this-c18d547cafb43e30.mp3"
"marin","those","those","","","0.96","0.07565491","0.65264988","0.450369","0.0751","0.5883","0.3717","125","marin/those-2395b9ca88c61c0b.mp3"
"cedar","those","those","","","1.056","0.06644714","0.61158323","0.353358","0.0784","0.585","0.471","125","cedar/those-2395b9ca88c61c0b.mp3"
"marin","thought","thought","","","1.104","0.04753145","0.4195936","0.24466","0.066","0.5966","0.5074","18","marin/thought-252a038732e401e8.mp3"
"cedar","thought","thought","","","1.152","0.04486135","0.5674305","0.166178","0.3485","0.823","0.329","18","cedar/thought-252a038732e401e8.mp3"
"marin","thousand","thousand","","","1.512","0.05403352","0.696702","0.219094","0.0859","0.5797","0.9323","30","marin/thousand-e55e395e4f0af879.mp3"
"cedar","thousand","thousand","","","2.256","0.04903551","0.82618231","0.200456","1.2532","1.857","0.399","30","cedar/thousand-e55e395e4f0af879.mp3"
"marin","three","three","","","1.104","0.04609678","0.30498359","0.284779","0.2222","0.718","0.386","29","marin/three-f6936912184481f5.mp3"
"cedar","three","three","","","1.8","0.03833097","0.34144869","0.164005","0.4886","0.8928","0.9072","29","cedar/three-f6936912184481f5.mp3"
"marin","throat","throat","","","1.56","0.03875846","0.39269432","0.218243","0.3136","0.9388","0.6212","20","marin/throat-4d82d002c087e689.mp3"
"cedar","throat","throat","","","0.864","0.04788946","0.40899301","0.283758","0.0856","0.5855","0.2785","20","cedar/throat-4d82d002c087e689.mp3"
"marin","through","through","","","1.104","0.04628345","0.36452901","0.286685","0.2635","0.755","0.349","131|132","marin/through-2e56183432951988.mp3"
"cedar","through","through","","","2.448","0.04153556","0.38924271","0.163135","0.76","1.3207","1.1273","131|132","cedar/through-2e56183432951988.mp3"
"marin","throw","throw","","","1.416","0.05012768","0.38627142","0.323549","0.2423","0.8371","0.5789","59","marin/throw-8f05256d87c7a6ae.mp3"
"cedar","throw","throw","","","1.248","0.04251989","0.48714322","0.264089","0.2742","0.8398","0.4082","59","cedar/throw-8f05256d87c7a6ae.mp3"
"marin","thumb","thumb","","","1.416","0.04241267","0.36828145","0.21335","0.3792","0.8245","0.5915","20","marin/thumb-9021dbd59676a2b7.mp3"
"cedar","thumb","thumb","","","1.848","0.0304379","0.46398735","0.127311","0.2248","0.61","1.238","20","cedar/thumb-9021dbd59676a2b7.mp3"
"marin","thunder","thunder","","","1.152","0.05321357","0.30388382","0.297653","0.4756","0.9565","0.1955","105","marin/thunder-1f72a681bc7b996f.mp3"
"cedar","thunder","thunder","","","1.8","0.0447637","0.45283803","0.202917","0.8828","1.3925","0.4075","105","cedar/thunder-1f72a681bc7b996f.mp3"
"marin","Thursday","Thursday","","","1.32","0.05953659","0.41171527","0.368103","0.1161","0.7834","0.5366","32","marin/thursday-97f8ab6056155401.mp3"
"cedar","Thursday","Thursday","","","1.104","0.05118486","0.44332916","0.27155","0.1634","0.6757","0.4283","32","cedar/thursday-97f8ab6056155401.mp3"
"marin","ticket","ticket","","","1.464","0.02941291","0.5357787","0.114185","0.5201","0.9277","0.5363","94","marin/ticket-9a01a4b22140189c.mp3"
"cedar","ticket","ticket","","","0.96","0.03081496","0.30376488","0.186762","0.4729","0.7494","0.2106","94","cedar/ticket-9a01a4b22140189c.mp3"
"marin","tidy","tidy","","","1.104","0.04834027","0.41508454","0.405854","0.1508","0.6994","0.4046","72","marin/tidy-9b85ca9007a3e843.mp3"
"cedar","tidy","tidy","","","1.656","0.03834654","0.68876481","0.210661","0.4764","0.8959","0.7601","72","cedar/tidy-9b85ca9007a3e843.mp3"
"marin","tidy up","tidy up","","","1.464","0.05462349","0.49622574","0.391835","0.1043","1.1147","0.3493","","marin/tidy-up-820b3896fb5b9e59.mp3"
"cedar","tidy up","tidy up","","","1.752","0.05710677","0.60047156","0.358388","0.1725","1.3856","0.3664","","cedar/tidy-up-820b3896fb5b9e59.mp3"
"marin","tie","tie","","","0.96","0.06101447","0.53128523","0.389974","0.0855","0.5546","0.4054","48","marin/tie-a05d40ef24ff2bb3.mp3"
"cedar","tie","tie","","","1.248","0.04545453","0.39559981","0.298711","0.1139","0.6306","0.6174","48","cedar/tie-a05d40ef24ff2bb3.mp3"
"marin","tiger","tiger","","","0.96","0.04324081","0.42938837","0.377886","0.2572","0.7478","0.2122","111","marin/tiger-036b19a6f28097d6.mp3"
"cedar","tiger","tiger","","","2.76","0.02777714","0.39587882","0.144377","0.6707","1.2354","1.5246","111","cedar/tiger-036b19a6f28097d6.mp3"
"marin","till","till","","","1.104","0.05530918","0.40645266","0.255548","0.1035","0.4838","0.6202","131","marin/till-960c2af5a6d5c6ca.mp3"
"cedar","till","till","","","1.104","0.04792163","0.41348323","0.316425","0.2089","0.6918","0.4122","131","cedar/till-960c2af5a6d5c6ca.mp3"
"marin","time","time","","","1.32","0.03118985","0.24692333","0.259233","0.3259","0.7712","0.5488","","marin/time-6e0447537050cf87.mp3"
"cedar","time","time","","","1.608","0.03584591","0.51282632","0.243483","0.1499","0.6606","0.9474","","cedar/time-6e0447537050cf87.mp3"
"marin","Time flies.","Time flies.","","","2.664","0.04614055","0.27790138","0.328649","0.1756","1.46","1.204","","marin/time-flies-910b2511fc6402fe.mp3"
"cedar","Time flies.","Time flies.","","","2.448","0.0386768","0.42744187","0.324789","0.0541","1.3129","1.1351","","cedar/time-flies-910b2511fc6402fe.mp3"
"marin","tiny","tiny","","","2.16","0.0486152","0.27737951","0.194348","0.6126","1.1396","1.0204","97","marin/tiny-36d25d3d80f84316.mp3"
"cedar","tiny","tiny","","","1.8","0.02956606","0.51165903","0.172627","0.2286","0.6208","1.1792","97","cedar/tiny-36d25d3d80f84316.mp3"
"marin","tip","tip","","","1.848","0.04741692","0.5237205","0.088474","0.8039","1.107","0.741","37","marin/tip-d59f767a54e9c72e.mp3"
"cedar","tip","tip","","","0.96","0.0281686","0.3750799","0.164106","0.1578","0.4653","0.4947","37","cedar/tip-d59f767a54e9c72e.mp3"
"marin","tired","tired","","","1.008","0.04696914","0.34019223","0.391038","0.1578","0.7297","0.2783","21","marin/tired-5797dee1fb51e8fd.mp3"
"cedar","tired","tired","","","1.32","0.03015306","0.41191739","0.222806","0.2289","0.681","0.639","21","cedar/tired-5797dee1fb51e8fd.mp3"
"marin","title","title","","","1.32","0.0459453","0.34370115","0.271654","0.1207","0.5738","0.7462","3","marin/title-1ec72b6861fee992.mp3"
"cedar","title","title","","","0.912","0.04201173","0.60632205","0.317297","0.1538","0.5556","0.3564","3","cedar/title-1ec72b6861fee992.mp3"
"marin","to","to","","","0.864","0.04033369","0.2681461","0.291136","0.239","0.5771","0.2869","132","marin/to-5095479ddbb38fa7.mp3"
"cedar","to","to","","","1.008","0.05682578","0.49895668","0.294416","0.1035","0.4835","0.5245","132","cedar/to-5095479ddbb38fa7.mp3"
"marin","to be honest","to be honest","","","1.92","0.03901633","0.22455135","0.35714","0.2113","1.1333","0.7867","","marin/to-be-honest-be589f4e89317e9a.mp3"
"cedar","to be honest","to be honest","","","1.704","0.04514421","0.29409927","0.427805","0.3223","1.3342","0.3698","","cedar/to-be-honest-be589f4e89317e9a.mp3"
"marin","toast","toast","","","1.416","0.04417802","0.41757131","0.265154","0.1525","0.6847","0.7313","41","marin/toast-c3405b65ebfffcc4.mp3"
"cedar","toast","toast","","","1.512","0.02286178","0.27061805","0.158331","0.2601","0.7514","0.7606","41","cedar/toast-c3405b65ebfffcc4.mp3"
"marin","today","today","","","1.368","0.04765827","0.34717295","0.236751","0.6867","1.0937","0.2743","32","marin/today-1e96bf1c38b0b9e4.mp3"
"cedar","today","today","","","1.008","0.05247335","0.49663693","0.316737","0.1515","0.5696","0.4384","32","cedar/today-1e96bf1c38b0b9e4.mp3"
"marin","toe","toe","","","1.152","0.05712872","0.47445244","0.291395","0.0828","0.5191","0.6329","20","marin/toe-5838c55b6c2ec89d.mp3"
"cedar","toe","toe","","","1.32","0.04527596","0.35625103","0.261774","0.2077","0.6505","0.6695","20","cedar/toe-5838c55b6c2ec89d.mp3"
"marin","tofu","tofu","","","1.32","0.0370574","0.22368746","0.250537","0.3264","0.842","0.478","41","marin/tofu-fc2d4ba29b123431.mp3"
"cedar","tofu","tofu","","","1.512","0.04368842","0.4361687","0.22196","0.7226","1.2354","0.2766","41","cedar/tofu-fc2d4ba29b123431.mp3"
"marin","together","together","","","1.608","0.03847529","0.3309806","0.262127","0.2264","0.757","0.851","27|121","marin/together-2fbcdde3560dc77b.mp3"
"cedar","together","together","","","1.152","0.0379024","0.44558999","0.253165","0.1775","0.6058","0.5462","27|121","cedar/together-2fbcdde3560dc77b.mp3"
"marin","tomato","tomato","","","1.152","0.06053287","0.32485265","0.453812","0.1601","0.762","0.39","38","marin/tomato-c4d414f214364807.mp3"
"cedar","tomato","tomato","","","1.248","0.04517646","0.53539073","0.322099","0.3957","0.8959","0.3521","38","cedar/tomato-c4d414f214364807.mp3"
"marin","tomorrow","tomorrow","","","0.96","0.05716538","0.33604243","0.547765","0.1603","0.7632","0.1968","32","marin/tomorrow-74931d2ef721429b.mp3"
"cedar","tomorrow","tomorrow","","","1.248","0.06421866","0.59049243","0.366603","0.0951","0.6512","0.5968","32","cedar/tomorrow-74931d2ef721429b.mp3"
"marin","tongue","tongue","","","1.2","0.0498912","0.45935392","0.318212","0.1011","0.5539","0.6461","19","marin/tongue-db2b9431688fe2fb.mp3"
"cedar","tongue","tongue","","","1.368","0.03292658","0.41025829","0.275996","0.2789","0.8376","0.5304","19","cedar/tongue-db2b9431688fe2fb.mp3"
"marin","tonight","tonight","","","0.96","0.03439542","0.1946812","0.357053","0.3078","0.8551","0.1049","34","marin/tonight-085d4660de9158dd.mp3"
"cedar","tonight","tonight","","","1.152","0.03646159","0.34773567","0.278899","0.1488","0.6562","0.4958","34","cedar/tonight-085d4660de9158dd.mp3"
"marin","too bad","too bad","","","1.2","0.06340595","0.2837117","0.448785","0.1112","0.8073","0.3927","","marin/too-bad-44d4202dbd745e60.mp3"
"cedar","too bad","too bad","","","1.248","0.05965015","0.49479529","0.438952","0.1414","0.9147","0.3333","","cedar/too-bad-44d4202dbd745e60.mp3"
"marin","too","too","","","1.248","0.04057712","0.41305512","0.212523","0.4542","0.7652","0.4828","120","marin/too-bd66213639430e39.mp3"
"cedar","too","too","","","0.912","0.04794532","0.4045637","0.330181","0.1626","0.5682","0.3438","120","cedar/too-bd66213639430e39.mp3"
"marin","tool","tool","","","1.2","0.04493709","0.2287367","0.270764","0.3353","0.8057","0.3943","71","marin/tool-67948dd9afd6afe5.mp3"
"cedar","tool","tool","","","1.008","0.07111438","0.42957038","0.357019","0.1513","0.6077","0.4003","71","cedar/tool-67948dd9afd6afe5.mp3"
"marin","tooth","tooth","","","1.008","0.04857492","0.3468135","0.300905","0.1522","0.6722","0.3358","19","marin/tooth-3e81fee2c61046fb.mp3"
"cedar","tooth","tooth","","","1.152","0.03241228","0.34656942","0.181948","0.5202","0.9095","0.2425","19","cedar/tooth-3e81fee2c61046fb.mp3"
"marin","toothache","toothache","","","1.2","0.0489841","0.35219279","0.330017","0.161","0.823","0.377","24","marin/toothache-f041e19770d8d929.mp3"
"cedar","toothache","toothache","","","1.368","0.0347707","0.31734937","0.210618","0.5275","0.9941","0.3739","24","cedar/toothache-f041e19770d8d929.mp3"
"marin","toothbrush","toothbrush","","","1.656","0.0564267","0.51706475","0.382875","0.0676","1.323","0.333","71","marin/toothbrush-1d5408f86a45a782.mp3"
"cedar","toothbrush","toothbrush","","","1.152","0.05002537","0.43786946","0.340621","0.1576","0.8147","0.3373","71","cedar/toothbrush-1d5408f86a45a782.mp3"
"marin","top","top","","","0.816","0.04582715","0.37118229","0.245353","0.1758","0.5699","0.2461","83","marin/top-f7de2947c64cb643.mp3"
"cedar","top","top","","","1.416","0.03377447","0.4616082","0.139374","0.4227","0.7956","0.6204","83","cedar/top-f7de2947c64cb643.mp3"
"marin","topic","topic","","","1.008","0.03506676","0.31298041","0.281684","0.1698","0.7199","0.2881","81","marin/topic-d5d6462af0bebaa4.mp3"
"cedar","topic","topic","","","1.704","0.02927211","0.4121004","0.124976","0.2077","0.6825","1.0215","81","cedar/topic-d5d6462af0bebaa4.mp3"
"marin","total","total","","","0.912","0.06072099","0.27740094","0.455432","0.1702","0.7024","0.2096","30","marin/total-8f67aeb8926b53c7.mp3"
"cedar","total","total","","","1.008","0.04894567","0.4660396","0.272032","0.2736","0.6531","0.3549","30","cedar/total-8f67aeb8926b53c7.mp3"
"marin","touch","touch","","","1.464","0.04309621","0.58299088","0.17539","0.4603","0.9302","0.5338","19","marin/touch-ae54978b88333199.mp3"
"cedar","touch","touch","","","0.864","0.05132546","0.62379718","0.262056","0.0731","0.4774","0.3866","19","cedar/touch-ae54978b88333199.mp3"
"marin","toward","toward","","","1.056","0.05451506","0.45538822","0.359355","0.16","0.6934","0.3626","132","marin/toward-b21bc10048a4e490.mp3"
"cedar","toward","toward","","","1.608","0.04513744","0.38495106","0.209758","0.1576","0.6415","0.9665","132","cedar/toward-b21bc10048a4e490.mp3"
"marin","towel","towel","","","1.368","0.03796617","0.41618788","0.281539","0.1722","0.6448","0.7232","71","marin/towel-947eb820ba9342fe.mp3"
"cedar","towel","towel","","","1.8","0.04543331","0.51216936","0.280324","0.1701","0.8048","0.9952","71","cedar/towel-947eb820ba9342fe.mp3"
"marin","tower","tower","","","0.864","0.05079618","0.37085089","0.439767","0.1038","0.5919","0.2721","54","marin/tower-427face3de91cfff.mp3"
"cedar","tower","tower","","","1.416","0.03808728","0.56236827","0.230623","0.1582","0.6349","0.7811","54","cedar/tower-427face3de91cfff.mp3"
"marin","town","town","","","1.368","0.03823551","0.30587664","0.376508","0.2713","0.9014","0.4666","86","marin/town-03ac2583346310af.mp3"
"cedar","town","town","","","2.112","0.0394771","0.59345734","0.221403","0.1238","0.7186","1.3934","86","cedar/town-03ac2583346310af.mp3"
"marin","toy","toy","","","1.056","0.05001336","0.43712014","0.279198","0.4167","0.8346","0.2214","57","marin/toy-39d4e6ab72df95b5.mp3"
"cedar","toy","toy","","","0.864","0.06726196","0.42936498","0.426119","0.1038","0.5767","0.2873","57","cedar/toy-39d4e6ab72df95b5.mp3"
"marin","trace","trace","","","1.8","0.03206836","0.36751792","0.19581","0.5667","1.0771","0.7229","62","marin/trace-ea4f8e5663bf24ef.mp3"
"cedar","trace","trace","","","1.656","0.02140545","0.24485247","0.19213","0.2677","0.777","0.879","62","cedar/trace-ea4f8e5663bf24ef.mp3"
"marin","trade","trade","","","1.368","0.04419666","0.2442711","0.273346","0.5054","1.0365","0.3315","88","marin/trade-cee3fc5889625b8e.mp3"
"cedar","trade","trade","","","0.912","0.05184538","0.40960029","0.384571","0.0622","0.5756","0.3364","88","cedar/trade-cee3fc5889625b8e.mp3"
"marin","tradition","tradition","","","1.752","0.04076667","0.35984764","0.271511","0.5078","1.1399","0.6121","88","marin/tradition-e62789acea61e36b.mp3"
"cedar","tradition","tradition","","","1.368","0.04222764","0.43574601","0.364172","0.198","0.9244","0.4436","88","cedar/tradition-e62789acea61e36b.mp3"
"marin","traditional","traditional","","","1.2","0.05835103","0.42844659","0.445122","0.1603","0.8028","0.3972","88","marin/traditional-0698f2fd78418bf9.mp3"
"cedar","traditional","traditional","","","1.464","0.05028322","0.37913099","0.444074","0.1515","1.0505","0.4135","88","cedar/traditional-0698f2fd78418bf9.mp3"
"marin","traffic","traffic","","","1.2","0.04127655","0.46383542","0.257083","0.2451","0.8482","0.3518","91","marin/traffic-4174407969c32ddc.mp3"
"cedar","traffic","traffic","","","1.056","0.03891147","0.45688644","0.21005","0.1834","0.6935","0.3625","91","cedar/traffic-4174407969c32ddc.mp3"
"marin","train","train","","","0.768","0.06124491","0.30477223","0.58252","0.0577","0.6081","0.1599","91","marin/train-f6e12a5f03044dbc.mp3"
"cedar","train","train","","","1.152","0.04148901","0.33202767","0.374548","0.1613","0.7609","0.3911","91","cedar/train-f6e12a5f03044dbc.mp3"
"marin","train station","train station","","","1.92","0.05053078","0.41724381","0.435124","0.0608","1.2293","0.6907","91","marin/train-station-213d335aee24ae50.mp3"
"cedar","train station","train station","","","1.512","0.04805433","0.51776481","0.385375","0.114","0.9069","0.6051","91","cedar/train-station-213d335aee24ae50.mp3"
"marin","trap","trap","","","0.864","0.04311126","0.56085855","0.259959","0.0965","0.5601","0.3039","73","marin/trap-211cecdeae5c27a4.mp3"
"cedar","trap","trap","","","1.008","0.04436184","0.58914995","0.216952","0.1643","0.568","0.44","73","cedar/trap-211cecdeae5c27a4.mp3"
"marin","trash can","trash can","","","1.416","0.05580103","0.51171494","0.531338","0.0685","1.0608","0.3552","72","marin/trash-can-c179ef8b7d6c0d3f.mp3"
"cedar","trash can","trash can","","","1.512","0.04258208","0.49489182","0.425898","0.066","1.1558","0.3562","72","cedar/trash-can-c179ef8b7d6c0d3f.mp3"
"marin","trash","trash","","","0.912","0.04348619","0.37498638","0.47293","0.0653","0.644","0.268","","marin/trash-f45b32965e512679.mp3"
"cedar","trash","trash","","","2.616","0.03465182","0.69715005","0.150588","0.0951","0.6563","1.9597","","cedar/trash-f45b32965e512679.mp3"
